date,firm,dem
2020-04-18,Morning Consult,0.5301204819277109
2020-04-19,Climate Nexus,0.5555555555555556
2020-04-20,YouGov,0.5476190476190477
2020-04-22,Firehouse Strategies/Øptimus,0.5608272506082725
2020-04-24,RMG Research,0.5443037974683544
2020-04-25,Firehouse Strategies/Øptimus,0.5506555423122765
2020-04-27,YouGov,0.5476190476190477
2020-04-27,Winston Group,0.5172413793103449
2020-04-29,Firehouse Strategies/Øptimus,0.5526315789473685
2020-05-02,Monmouth University,0.5531914893617021
2020-05-02,Firehouse Strategies/Øptimus,0.5518072289156626
2020-05-02,Morning Consult,0.5333333333333333
2020-05-03,Morning Consult,0.5384615384615384
2020-05-02,Morning Consult,0.5301204819277109
2020-05-04,YouGov,0.5465116279069767
2020-05-04,Morning Consult,0.5384615384615384
2020-05-05,Morning Consult,0.5333333333333333
2020-05-06,Firehouse Strategies/Øptimus,0.5406360424028268
2020-05-06,Morning Consult,0.5333333333333333
2020-05-07,Morning Consult,0.5384615384615384
2020-05-08,Morning Consult,0.5384615384615384
2020-05-09,Morning Consult,0.5333333333333333
2020-05-09,Firehouse Strategies/Øptimus,0.5495818399044206
2020-05-10,Morning Consult,0.5222222222222223
2020-05-11,YouGov,0.5393258426966292
2020-05-11,Morning Consult,0.5222222222222223
2020-05-12,Morning Consult,0.5222222222222223
2020-05-13,Morning Consult,0.5222222222222223
2020-05-13,Firehouse Strategies/Øptimus,0.5529265255292652
2020-05-14,Morning Consult,0.5280898876404494
2020-05-15,Morning Consult,0.5333333333333333
2020-05-16,Morning Consult,0.5333333333333333
2020-05-16,Firehouse Strategies/Øptimus,0.5548705302096177
2020-05-17,Morning Consult,0.5333333333333333
2020-05-18,Morning Consult,0.5274725274725275
2020-05-18,YouGov,0.5529411764705883
2020-05-19,Morning Consult,0.5222222222222223
2020-05-20,Firehouse Strategies/Øptimus,0.5489964580873672
2020-05-20,Morning Consult,0.5274725274725275
2020-05-21,Morning Consult,0.5274725274725275
2020-05-22,Morning Consult,0.5333333333333333
2020-05-23,Morning Consult,0.5333333333333333
2020-05-23,Firehouse Strategies/Øptimus,0.5464159811985899
2020-05-23,Winston Group,0.5402298850574713
2020-05-23,McLaughlin & Associates,0.5053763440860215
2020-05-24,Morning Consult,0.5384615384615384
2020-05-25,YouGov,0.5465116279069767
2020-05-25,Morning Consult,0.5384615384615384
2020-05-26,Morning Consult,0.5333333333333333
2020-05-27,Morning Consult,0.5333333333333333
2020-05-27,Øptimus,0.5546218487394957
2020-05-28,Morning Consult,0.5333333333333333
2020-05-29,Morning Consult,0.5333333333333333
2020-05-30,Øptimus,0.5588942307692307
2020-05-30,Morning Consult,0.5333333333333333
2020-05-30,Monmouth University,0.5473684210526316
2020-05-31,Morning Consult,0.5333333333333333
2020-05-30,NBC News/The Wall Street Journal,0.5604395604395604
2020-06-01,Morning Consult,0.5333333333333333
2020-06-01,YouGov,0.5348837209302325
2020-06-02,Morning Consult,0.5393258426966292
2020-06-03,Øptimus,0.558303886925795
2020-06-03,Morning Consult,0.5333333333333333
2020-06-03,Democracy Fund + UCLA Nationscape,0.5595238095238095
2020-06-04,Morning Consult,0.5393258426966292
2020-06-05,Morning Consult,0.5393258426966292
2020-06-06,Morning Consult,0.5393258426966292
2020-06-06,Øptimus,0.5434530706836617
2020-06-07,Morning Consult,0.5444444444444444
2020-06-07,MSR Group,0.5234741784037559
2020-06-08,YouGov,0.5465116279069767
2020-06-08,Morning Consult,0.5444444444444444
2020-06-09,Morning Consult,0.5384615384615384
2020-06-08,Climate Nexus,0.5333333333333333
2020-06-10,Øptimus,0.5481220657276995
2020-06-10,Morning Consult,0.5333333333333333
2020-06-11,Morning Consult,0.5333333333333333
2020-06-12,Morning Consult,0.5333333333333333
2020-06-13,Morning Consult,0.5333333333333333
2020-06-13,Øptimus,0.5392857142857143
2020-06-13,McLaughlin & Associates,0.5053763440860215
2020-06-14,Winston Group,0.5172413793103449
2020-06-14,Morning Consult,0.5333333333333333
2020-06-15,YouGov,0.550561797752809
2020-06-15,Morning Consult,0.5333333333333333
2020-06-16,Morning Consult,0.5333333333333333
2020-06-17,Morning Consult,0.5333333333333333
2020-06-18,Morning Consult,0.5384615384615384
2020-06-19,Morning Consult,0.5333333333333333
2020-06-20,Morning Consult,0.5384615384615384
2020-06-19,Public Policy Polling,0.5591397849462365
2020-06-21,Morning Consult,0.5444444444444444
2020-06-22,Morning Consult,0.5444444444444444
2020-06-22,YouGov,0.5393258426966292
2020-06-21,Opinium,0.5578602620087336
2020-06-23,Morning Consult,0.5444444444444444
2020-06-24,Morning Consult,0.5333333333333333
2020-06-25,Øptimus,0.5211097708082026
2020-06-25,Hart Research Associates,0.5483870967741935
2020-06-25,Morning Consult,0.5444444444444444
2020-06-26,Morning Consult,0.5333333333333333
2020-06-27,Suffolk University,0.5751708428246014
2020-06-27,Morning Consult,0.5384615384615384
2020-06-27,Global Strategy Group/Data for Progress,0.5543478260869565
2020-06-28,Morning Consult,0.532608695652174
2020-06-28,Monmouth University,0.5434782608695652
2020-06-29,YouGov,0.550561797752809
2020-06-29,Morning Consult,0.5274725274725275
2020-06-30,Morning Consult,0.5333333333333333
2020-07-01,Morning Consult,0.5384615384615384
2020-07-02,Morning Consult,0.5384615384615384
2020-07-03,Morning Consult,0.5274725274725275
2020-07-04,Morning Consult,0.5274725274725275
2020-07-05,Morning Consult,0.5333333333333333
2020-07-06,Morning Consult,0.5384615384615384
2020-07-06,YouGov,0.5604395604395604
2020-07-07,Morning Consult,0.5444444444444444
2020-07-08,Morning Consult,0.5333333333333333
2020-07-09,Morning Consult,0.5333333333333333
2020-07-10,Morning Consult,0.5274725274725275
2020-07-11,Morning Consult,0.5333333333333333
2020-07-11,NBC News/The Wall Street Journal,0.5222222222222223
2020-07-12,Morning Consult,0.5384615384615384
2020-07-13,Morning Consult,0.5384615384615384
2020-07-13,YouGov,0.5581395348837209
2020-07-13,YouGov,0.5454545454545454
2020-07-14,Morning Consult,0.5333333333333333
2020-07-15,Morning Consult,0.5274725274725275
2020-07-16,Morning Consult,0.5222222222222223
2020-07-17,Benenson Strategy Group/GS Strategy Group,0.5517241379310345
2020-07-17,Morning Consult,0.5333333333333333
2020-07-17,GQR Research,0.5353535353535354
2020-07-17,Winston Group,0.5340909090909091
2020-07-18,Morning Consult,0.5333333333333333
2020-07-19,Morning Consult,0.5444444444444444
2020-07-19,Echelon Insights,0.5795454545454546
2020-07-20,YouGov,0.5402298850574713
2020-07-20,Morning Consult,0.5384615384615384
2020-07-21,Morning Consult,0.5384615384615384
2020-07-22,Morning Consult,0.5384615384615384
2020-07-23,Morning Consult,0.5384615384615384
2020-07-24,Morning Consult,0.5333333333333333
2020-07-25,Morning Consult,0.5333333333333333
2020-07-25,Beacon Research/Shaw & Co. Research,0.5340909090909091
2020-07-26,Øptimus,0.5398550724637681
2020-07-26,Morning Consult,0.5333333333333333
2020-07-27,YouGov,0.5454545454545454
2020-07-27,Morning Consult,0.5333333333333333
2020-07-28,Morning Consult,0.5333333333333333
2020-07-27,Ipsos,0.545876887340302
2020-07-29,YouGov,0.5568181818181818
2020-07-29,Morning Consult,0.5333333333333333
2020-07-30,Morning Consult,0.5274725274725275
2020-07-29,Emerson College,0.5329113924050632
2020-07-31,Morning Consult,0.5333333333333333
2020-08-01,Morning Consult,0.5274725274725275
2020-08-02,Morning Consult,0.5333333333333333
2020-08-03,Morning Consult,0.5384615384615384
2020-08-03,YouGov,0.5681818181818182
2020-08-03,Georgetown University/Battleground,0.5348986125933832
2020-08-04,Morning Consult,0.5444444444444444
2020-08-05,Morning Consult,0.5384615384615384
2020-08-06,Morning Consult,0.5444444444444444
2020-08-07,Marist College,0.532608695652174
2020-08-07,Morning Consult,0.5625
2020-08-07,Morning Consult,0.5384615384615384
2020-08-08,Morning Consult,0.5333333333333333
2020-08-09,Morning Consult,0.5274725274725275
2020-08-10,YouGov,0.5568181818181818
2020-08-10,Morning Consult,0.5274725274725275
2020-08-11,Morning Consult,0.5333333333333333
2020-08-11,NBC News/The Wall Street Journal,0.5280898876404494
2020-08-12,Morning Consult,0.5333333333333333
2020-08-13,Morning Consult,0.5384615384615384
2020-08-13,Data for Progress,0.5402298850574713
2020-08-14,Morning Consult,0.5333333333333333
2020-08-14,YouGov,0.5632183908045977
2020-08-15,Morning Consult,0.5333333333333333
2020-08-16,Echelon Insights,0.550561797752809
2020-08-16,Morning Consult,0.5333333333333333
2020-08-17,YouGov,0.5632183908045977
2020-08-17,Morning Consult,0.5333333333333333
2020-08-17,USC Dornsife,0.5441592456783657
2020-08-18,Morning Consult,0.5333333333333333
2020-08-18,USC Dornsife,0.5426023084994753
2020-08-19,Morning Consult,0.5333333333333333
2020-08-19,USC Dornsife,0.5434029600083972
2020-08-20,Morning Consult,0.5333333333333333
2020-08-21,Morning Consult,0.5274725274725275
2020-08-20,USC Dornsife,0.5430345117845118
2020-08-22,Morning Consult,0.5274725274725275
2020-08-22,YouGov,0.5617977528089888
2020-08-21,USC Dornsife,0.5409559907348915
2020-08-22,USC Dornsife,0.5455214465937762
2020-08-23,Morning Consult,0.5274725274725275
2020-08-23,Opinium,0.5663202933985331
2020-08-24,YouGov,0.5465116279069767
2020-08-24,Morning Consult,0.5384615384615384
2020-08-24,McLaughlin & Associates,0.5053763440860215
2020-08-23,USC Dornsife,0.5437821927888153
2020-08-25,Morning Consult,0.5384615384615384
2020-08-24,USC Dornsife,0.5436842105263158
2020-08-25,USC Dornsife,0.5430282652096249
2020-08-26,Morning Consult,0.5274725274725275
2020-08-27,Morning Consult,0.5274725274725275
2020-08-26,USC Dornsife,0.5390182504719949
2020-08-27,USC Dornsife,0.5390115667718192
2020-08-27,YouGov,0.5632183908045977
2020-08-28,Selzer & Co.,0.5393258426966292
2020-08-28,Morning Consult,0.5274725274725275
2020-08-29,Morning Consult,0.5274725274725275
2020-08-28,USC Dornsife,0.5388007980678358
2020-08-29,USC Dornsife,0.5369805365597055
2020-08-30,Suffolk University,0.5295429208472686
2020-08-30,Morning Consult,0.5274725274725275
2020-08-31,YouGov,0.5730337078651685
2020-08-30,USC Dornsife,0.5376694336450563
2020-08-31,Morning Consult,0.5384615384615384
2020-09-01,Morning Consult,0.532608695652174
2020-08-31,USC Dornsife,0.5356053434311561
2020-09-01,USC Dornsife,0.5380812118661897
2020-09-02,Morning Consult,0.5384615384615384
2020-09-02,USC Dornsife,0.5351652979574648
2020-09-03,Morning Consult,0.532608695652174
2020-09-04,Morning Consult,0.5274725274725275
2020-09-03,USC Dornsife,0.5354405124435577
2020-09-04,USC Dornsife,0.5363034569717348
2020-09-05,Morning Consult,0.5274725274725275
2020-09-05,Hart Research Associates,0.5434782608695652
2020-09-05,Monmouth University,0.5212765957446809
2020-09-05,USC Dornsife,0.5308201197101754
2020-09-06,Morning Consult,0.5333333333333333
2020-09-06,USC Dornsife,0.5288380872483222
2020-09-07,YouGov,0.5393258426966292
2020-09-07,Morning Consult,0.5274725274725275
2020-09-07,Opinium,0.5381024860476915
2020-09-08,Morning Consult,0.532608695652174
2020-09-07,USC Dornsife,0.5286670851642603
2020-09-09,Morning Consult,0.5274725274725275
2020-09-08,USC Dornsife,0.5290045106472254
2020-09-08,Climate Nexus,0.5543478260869565
2020-09-10,YouGov,0.5632183908045977
2020-09-10,Morning Consult,0.5384615384615384
2020-09-09,USC Dornsife,0.5276582344914453
2020-09-10,USC Dornsife,0.5283613445378151
2020-09-11,Morning Consult,0.5274725274725275
2020-09-11,RMG Research,0.5287356321839081
2020-09-11,USC Dornsife,0.5298938741199958
2020-09-12,Morning Consult,0.5333333333333333
2020-09-12,USC Dornsife,0.5326121205755697
2020-09-13,Morning Consult,0.5217391304347826
2020-09-13,USC Dornsife,0.529936974789916
2020-09-14,Morning Consult,0.5274725274725275
2020-09-14,YouGov,0.5393258426966292
2020-09-14,USC Dornsife,0.5308667854522586
2020-09-15,NBC News/The Wall Street Journal,0.5384615384615384
2020-09-15,Morning Consult,0.5274725274725275
2020-09-15,USC Dornsife,0.5316455696202531
2020-09-16,Morning Consult,0.5274725274725275
2020-09-16,YouGov,0.5402298850574713
2020-09-17,Morning Consult,0.5274725274725275
2020-09-16,USC Dornsife,0.5328169161519941
2020-09-18,Hofstra University,0.5529999999999999
2020-09-18,Morning Consult,0.5384615384615384
2020-09-17,USC Dornsife,0.5331520602384437
2020-09-18,USC Dornsife,0.5326438942860128
2020-09-19,Morning Consult,0.5384615384615384
2020-09-19,USC Dornsife,0.5346358792184724
2020-09-20,Morning Consult,0.532608695652174
2020-09-20,USC Dornsife,0.5364757525083611
2020-09-21,YouGov,0.5222222222222223
2020-09-21,Morning Consult,0.532608695652174
2020-09-21,USC Dornsife,0.5369344896040121
2020-09-22,YouGov,0.550561797752809
2020-09-22,Morning Consult,0.532608695652174
2020-09-22,Echelon Insights,0.5274725274725275
2020-09-22,USC Dornsife,0.5353008655751381
2020-09-23,Morning Consult,0.532608695652174
2020-09-24,Morning Consult,0.5274725274725275
2020-09-23,USC Dornsife,0.5395750885232243
2020-09-25,McLaughlin & Associates,0.5106382978723404
2020-09-24,USC Dornsife,0.5388848510019728
2020-09-25,Morning Consult,0.5274725274725275
2020-09-26,Monmouth University,0.5319148936170213
2020-09-26,Morning Consult,0.5274725274725275
2020-09-25,USC Dornsife,0.5379977128599647
2020-09-27,Morning Consult,0.5274725274725275
2020-09-26,USC Dornsife,0.5369022869022869
2020-09-28,Morning Consult,0.532608695652174
2020-09-27,USC Dornsife,0.5407399709000208
2020-09-29,YouGov,0.5333333333333333
2020-09-29,Morning Consult,0.532608695652174
2020-09-28,USC Dornsife,0.5395885286783042
2020-09-29,USC Dornsife,0.537693667463866
2020-09-30,Morning Consult,0.5274725274725275
2020-10-01,Morning Consult,0.5274725274725275
2020-09-30,USC Dornsife,0.5400124714196632
2020-09-30,Data for Progress,0.550561797752809
2020-10-01,USC Dornsife,0.539502446133028
2020-10-01,YouGov,0.5454545454545454
2020-10-02,John Zogby Strategies/EMI Research Solutions,0.5157657657657657
2020-10-02,Morning Consult,0.532608695652174
2020-10-02,YouGov,0.5652173913043478
2020-10-03,Morning Consult,0.532608695652174
2020-10-02,USC Dornsife,0.5406051783300405
2020-10-03,USC Dornsife,0.5416753273747661
2020-10-04,Morning Consult,0.5434782608695652
2020-10-05,Morning Consult,0.5384615384615384
2020-10-04,USC Dornsife,0.5432432432432432
2020-10-05,USC Dornsife,0.543509865005192
2020-10-06,Morning Consult,0.5384615384615384
2020-10-07,Morning Consult,0.5333333333333333
2020-10-06,USC Dornsife,0.5405377348697187
2020-10-08,Morning Consult,0.5274725274725275
2020-10-07,USC Dornsife,0.5389252676436961
2020-10-09,Morning Consult,0.5274725274725275
2020-10-08,USC Dornsife,0.5393713040771865
2020-10-10,YouGov,0.5393258426966292
2020-10-10,Opinium,0.5604395604395604
2020-10-09,USC Dornsife,0.5425642087821044
2020-10-10,Morning Consult,0.5274725274725275
2020-10-11,NBC News/The Wall Street Journal,0.5465116279069767
2020-10-10,USC Dornsife,0.542111260747954
2020-10-11,Morning Consult,0.5274725274725275
2020-10-12,Morning Consult,0.532608695652174
2020-10-11,USC Dornsife,0.5413385826771653
2020-10-12,YouGov,0.5444444444444444
2020-10-12,USC Dornsife,0.5397615344738207
2020-10-13,Morning Consult,0.532608695652174
2020-10-13,USC Dornsife,0.5377759353300859
2020-10-14,Morning Consult,0.532608695652174
2020-10-15,Morning Consult,0.5384615384615384
2020-10-14,USC Dornsife,0.5354558610709117
2020-10-16,Morning Consult,0.5434782608695652
2020-10-17,Morning Consult,0.5434782608695652
2020-10-17,YouGov,0.5604395604395604
2020-10-18,Morning Consult,0.5434782608695652
2020-10-19,Morning Consult,0.5434782608695652
2020-10-19,YouGov,0.5376344086021505
